date,open,high,low,close,volume,average,barCount
2024-08-29 14:30:00,182.71,182.71,180.12,180.92,52563.0,181.672,281
2024-08-29 15:00:00,180.93,183.34,180.93,181.93,60502.0,182.564,439
2024-08-29 16:00:00,181.99,182.95,181.89,182.87,33311.0,182.365,260
2024-08-29 17:00:00,182.95,183.66,182.95,183.62,48296.0,183.388,378
2024-08-29 18:00:00,183.64,184.49,183.16,184.2,107536.0,183.86,925
2024-08-29 19:00:00,184.28,184.56,183.16,183.48,75096.0,183.975,605
2024-08-29 20:00:00,183.48,184.09,182.79,183.04,128298.0,183.343,1009
2024-08-30 14:30:00,183.17,185.0,183.17,184.42,44601.0,184.011,218
2024-08-30 15:00:00,184.35,184.86,184.17,184.67,51695.0,184.635,355
2024-08-30 16:00:00,184.65,184.91,183.92,184.37,64287.0,184.372,472
2024-08-30 17:00:00,184.33,184.62,184.01,184.38,50528.0,184.326,411
2024-08-30 18:00:00,184.42,184.56,184.2,184.36,34278.0,184.365,238
2024-08-30 19:00:00,184.34,184.72,184.27,184.41,64342.0,184.543,477
2024-08-30 20:00:00,184.44,185.57,184.24,185.14,373944.0,184.985,2781
2024-09-03 14:30:00,184.19,185.84,184.19,184.8,77451.0,184.712,441
2024-09-03 15:00:00,184.98,185.0,183.45,184.76,108707.0,184.106,783
2024-09-03 16:00:00,184.73,185.71,184.69,185.65,102820.0,185.442,842
2024-09-03 17:00:00,185.64,185.65,184.81,184.89,59062.0,185.19,461
2024-09-03 18:00:00,184.88,185.36,184.72,185.13,60122.0,185.031,541
2024-09-03 19:00:00,185.08,185.36,184.33,184.36,60704.0,185.009,519
2024-09-03 20:00:00,184.31,184.74,183.68,184.54,159217.0,184.194,1242
2024-09-04 14:30:00,184.5,185.23,183.67,184.88,68960.0,184.464,316
2024-09-04 15:00:00,185.0,185.0,183.83,184.32,90189.0,184.219,474
2024-09-04 16:00:00,184.4,184.52,182.72,183.12,99603.0,183.184,504
2024-09-04 17:00:00,183.11,183.61,182.82,183.48,53959.0,183.251,377
2024-09-04 18:00:00,183.48,183.48,181.68,181.72,73220.0,182.418,587
2024-09-04 19:00:00,181.7,181.75,181.08,181.5,118227.0,181.386,1014
2024-09-04 20:00:00,181.47,182.64,181.31,182.26,305320.0,182.064,2284
2024-09-05 14:30:00,183.8,184.27,181.79,181.8,23417.0,183.035,91
2024-09-05 15:00:00,181.95,183.13,181.34,181.61,78086.0,182.157,612
2024-09-05 16:00:00,181.62,181.89,180.2,180.39,61190.0,180.765,519
2024-09-05 17:00:00,180.38,181.17,179.72,180.95,118653.0,180.237,828
2024-09-05 18:00:00,180.98,181.86,180.54,181.73,66801.0,181.146,513
2024-09-05 19:00:00,181.75,182.07,181.38,181.87,33336.0,181.67,238
2024-09-05 20:00:00,181.87,181.87,180.74,180.93,117892.0,181.197,950
2024-09-06 14:30:00,180.71,182.11,180.71,181.77,35013.0,181.303,151
2024-09-06 15:00:00,181.88,181.98,178.48,178.74,97197.0,179.857,694
2024-09-06 16:00:00,178.8,179.83,176.77,177.69,144734.0,178.108,1074
2024-09-06 17:00:00,177.64,177.85,176.24,176.71,70323.0,177.261,550
2024-09-06 18:00:00,176.61,177.41,176.6,176.89,49270.0,176.944,398
2024-09-06 19:00:00,176.87,176.94,175.56,175.92,55894.0,176.047,465
2024-09-06 20:00:00,175.91,177.13,175.91,176.71,244649.0,176.506,1812
2024-09-09 14:30:00,178.48,179.1,177.57,178.42,33786.0,178.521,188
2024-09-09 15:00:00,178.69,179.82,178.2,178.28,51278.0,178.952,387
2024-09-09 16:00:00,178.43,179.57,178.14,179.13,97395.0,178.789,314
2024-09-09 17:00:00,179.13,182.82,178.69,181.95,592626.0,181.139,3906
2024-09-09 18:00:00,182.0,182.51,181.84,182.23,115195.0,182.179,766
2024-09-09 19:00:00,182.22,182.86,182.17,182.76,101498.0,182.58,837
2024-09-09 20:00:00,182.75,183.37,182.27,182.63,502796.0,182.815,3249
2024-09-10 14:30:00,183.35,183.57,180.78,181.11,48522.0,182.07,203
2024-09-10 15:00:00,181.01,181.01,177.29,177.7,278310.0,178.611,1087
2024-09-10 16:00:00,177.77,178.11,176.86,176.86,361832.0,177.793,837
2024-09-10 17:00:00,176.73,176.92,175.95,176.52,68463.0,176.328,452
2024-09-10 18:00:00,176.46,178.19,176.46,178.04,379829.0,177.614,907
2024-09-10 19:00:00,178.09,179.24,177.96,179.06,189056.0,178.393,1465
2024-09-10 20:00:00,179.06,179.29,177.67,178.77,400738.0,178.43,2905
2024-09-11 14:30:00,176.97,177.05,174.3,174.41,82032.0,175.173,553
2024-09-11 15:00:00,174.46,174.46,172.89,174.24,98010.0,173.627,757
2024-09-11 16:00:00,174.28,174.91,173.59,173.88,163802.0,174.208,1177
2024-09-11 17:00:00,173.86,175.11,173.77,174.84,72669.0,174.217,587
2024-09-11 18:00:00,174.9,175.76,174.7,175.73,149424.0,175.223,917
2024-09-11 19:00:00,175.71,176.76,175.49,176.3,191389.0,175.877,1001
2024-09-11 20:00:00,176.26,177.5,176.26,177.05,297154.0,176.915,2237
