date,open,high,low,close,volume,average,barCount
2024-08-29 14:30:00,92.2,97.0,91.22,92.26,4263000.0,93.462,22865
2024-08-29 15:00:00,92.21,93.99,89.67,90.3,5069744.0,91.1,28066
2024-08-29 16:00:00,90.32,90.6,87.08,87.89,5051724.0,88.251,23523
2024-08-29 17:00:00,87.9,88.41,86.28,86.54,3853894.0,87.404,16620
2024-08-29 18:00:00,86.54,87.58,86.52,86.72,2615438.0,86.93,11729
2024-08-29 19:00:00,86.71,87.58,86.66,87.18,2928507.0,86.843,14344
2024-08-29 20:00:00,87.19,87.6,84.0,84.02,8038047.0,85.814,32360
2024-08-30 14:30:00,84.4,87.13,84.26,85.94,2535879.0,85.834,10988
2024-08-30 15:00:00,85.96,87.38,85.52,86.25,2931780.0,86.499,14994
2024-08-30 16:00:00,86.28,86.94,86.23,86.55,1183186.0,86.625,7368
2024-08-30 17:00:00,86.56,86.8,86.08,86.45,1115386.0,86.549,5894
2024-08-30 18:00:00,86.46,86.46,84.88,84.92,980647.0,85.421,5557
2024-08-30 19:00:00,84.9,84.91,83.91,84.19,1726999.0,84.232,8793
2024-08-30 20:00:00,84.2,84.22,82.68,83.0,5369164.0,83.372,23340
2024-09-03 14:30:00,83.02,84.69,83.02,84.5,1142910.0,84.045,5280
2024-09-03 15:00:00,84.48,85.25,83.75,84.73,1780672.0,84.403,10120
2024-09-03 16:00:00,84.77,84.96,84.14,84.31,677681.0,84.536,4553
2024-09-03 17:00:00,84.31,84.98,84.31,84.68,764571.0,84.682,5257
2024-09-03 18:00:00,84.7,86.1,84.65,85.13,966138.0,85.378,5471
2024-09-03 19:00:00,85.11,85.57,84.49,84.49,911826.0,85.124,6237
2024-09-03 20:00:00,84.5,84.82,83.57,83.8,2225016.0,84.145,13311
2024-09-04 14:30:00,81.73,82.31,79.36,81.55,1626494.0,80.779,7506
2024-09-04 15:00:00,81.62,82.48,81.34,81.89,997579.0,81.866,5505
2024-09-04 16:00:00,81.91,82.47,81.55,81.76,801350.0,82.023,5067
2024-09-04 17:00:00,81.84,82.01,81.53,81.88,562929.0,81.853,3510
2024-09-04 18:00:00,81.85,81.86,80.95,81.18,733433.0,81.382,3835
2024-09-04 19:00:00,81.14,81.22,80.31,80.42,558245.0,80.805,3059
2024-09-04 20:00:00,80.4,81.51,79.96,81.09,2227205.0,80.707,12721
2024-09-05 14:30:00,81.09,81.71,79.56,79.65,577821.0,80.653,2986
2024-09-05 15:00:00,79.66,80.03,78.93,79.35,1649709.0,79.431,8695
2024-09-05 16:00:00,79.35,80.25,77.96,79.84,1250305.0,79.365,5572
2024-09-05 17:00:00,79.89,80.47,79.64,80.03,604614.0,80.03,3298
2024-09-05 18:00:00,80.06,81.55,79.93,81.31,882835.0,80.851,3298
2024-09-05 19:00:00,81.32,81.67,81.05,81.41,908809.0,81.377,3806
2024-09-05 20:00:00,81.39,81.44,80.07,80.4,1542645.0,80.504,9592
2024-09-06 14:30:00,81.04,82.31,80.5,81.42,529299.0,81.565,2758
2024-09-06 15:00:00,81.42,82.81,81.3,82.68,718599.0,82.28,4638
2024-09-06 16:00:00,82.68,83.47,81.51,81.63,566627.0,82.279,3114
2024-09-06 17:00:00,81.7,82.83,81.46,82.83,347838.0,82.0,2228
2024-09-06 18:00:00,82.83,83.08,82.12,82.51,425728.0,82.647,1969
2024-09-06 19:00:00,82.53,82.57,81.87,82.48,412877.0,82.238,2542
2024-09-06 20:00:00,82.49,83.0,82.23,82.6,994746.0,82.534,5584
2024-09-09 14:30:00,81.89,82.71,80.85,82.35,454250.0,81.68,1691
2024-09-09 15:00:00,82.37,82.93,81.76,82.28,539126.0,82.244,2155
2024-09-09 16:00:00,82.23,82.69,81.83,81.9,263606.0,82.323,1407
2024-09-09 17:00:00,81.91,82.15,81.71,81.76,314985.0,81.943,1442
2024-09-09 18:00:00,81.77,82.44,81.66,81.84,334011.0,81.909,1376
2024-09-09 19:00:00,81.85,81.97,81.39,81.39,466164.0,81.703,1433
2024-09-09 20:00:00,81.39,81.58,80.74,81.03,1188294.0,81.023,5451
2024-09-10 14:30:00,81.16,81.76,80.68,81.52,279740.0,81.231,1249
2024-09-10 15:00:00,81.52,81.52,80.56,80.89,334529.0,80.945,1987
2024-09-10 16:00:00,80.9,80.9,79.97,80.08,405607.0,80.304,2054
2024-09-10 17:00:00,80.1,80.43,79.68,80.32,288429.0,80.101,1590
2024-09-10 18:00:00,80.33,80.73,80.24,80.67,276731.0,80.491,1853
2024-09-10 19:00:00,80.68,80.8,80.22,80.69,542453.0,80.539,2716
2024-09-10 20:00:00,80.69,81.03,80.4,80.68,848939.0,80.716,5714
2024-09-11 14:30:00,80.27,81.45,80.1,80.44,254137.0,80.699,1404
2024-09-11 15:00:00,80.51,80.65,78.94,79.29,635052.0,79.407,3770
2024-09-11 16:00:00,79.26,79.87,78.71,79.44,1055294.0,79.282,3279
2024-09-11 17:00:00,79.42,79.66,79.22,79.52,383881.0,79.416,2413
