date,open,high,low,close,volume,average,barCount
2024-08-29 14:30:00,474.47,476.27,474.47,475.97,94745.0,475.026,495
2024-08-29 15:00:00,475.97,478.63,475.97,478.43,138751.0,477.556,864
2024-08-29 16:00:00,478.22,479.58,477.74,479.26,147578.0,478.603,1090
2024-08-29 17:00:00,479.13,480.28,478.86,479.5,98880.0,479.526,698
2024-08-29 18:00:00,479.59,480.5,479.01,480.5,57196.0,479.695,454
2024-08-29 19:00:00,480.43,481.92,478.34,479.79,172624.0,480.338,1214
2024-08-29 20:00:00,479.79,481.28,479.15,480.84,236364.0,480.227,1787
2024-08-30 14:30:00,481.84,485.74,481.75,483.17,152083.0,483.558,834
2024-08-30 15:00:00,483.0,484.0,482.04,482.47,121682.0,482.948,882
2024-08-30 16:00:00,482.49,482.65,480.45,480.9,104996.0,481.566,761
2024-08-30 17:00:00,480.89,481.52,479.65,481.09,61963.0,480.746,427
2024-08-30 18:00:00,481.18,481.63,480.65,481.06,44813.0,481.167,339
2024-08-30 19:00:00,481.06,482.77,480.85,482.0,70452.0,482.035,525
2024-08-30 20:00:00,481.93,484.17,481.68,483.12,389819.0,482.987,2764
2024-09-03 14:30:00,482.47,485.99,481.4,484.92,175176.0,483.639,820
2024-09-03 15:00:00,485.19,485.27,483.6,484.29,132449.0,484.324,842
2024-09-03 16:00:00,484.33,486.69,484.33,486.26,131734.0,485.642,827
2024-09-03 17:00:00,486.29,486.59,484.72,485.11,71399.0,485.578,514
2024-09-03 18:00:00,485.2,485.48,484.26,484.72,72585.0,484.856,504
2024-09-03 19:00:00,484.62,484.7,482.56,482.77,80474.0,483.999,609
2024-09-03 20:00:00,482.89,483.32,480.04,482.2,251257.0,481.717,1917
2024-09-04 14:30:00,482.09,485.79,481.46,484.62,159016.0,483.479,801
2024-09-04 15:00:00,484.43,486.17,483.64,484.12,133603.0,484.668,906
2024-09-04 16:00:00,484.38,484.51,482.38,483.08,92575.0,483.193,699
2024-09-04 17:00:00,483.08,483.45,481.81,483.02,85588.0,482.605,633
2024-09-04 18:00:00,482.98,483.19,481.22,481.63,79098.0,482.178,605
2024-09-04 19:00:00,481.67,482.79,481.27,481.8,130797.0,482.119,960
2024-09-04 20:00:00,481.8,483.53,481.18,482.93,268346.0,482.49,1990
2024-09-05 14:30:00,483.14,484.16,476.08,477.29,123207.0,478.921,829
2024-09-05 15:00:00,477.19,479.5,475.45,475.71,238163.0,477.273,1736
2024-09-05 16:00:00,475.67,476.12,473.61,474.4,109519.0,474.584,787
2024-09-05 17:00:00,474.44,474.7,473.11,474.27,123498.0,474.0,782
2024-09-05 18:00:00,474.16,475.91,473.37,475.57,71086.0,474.556,548
2024-09-05 19:00:00,475.73,477.19,475.44,476.54,90994.0,476.28,673
2024-09-05 20:00:00,476.54,478.17,475.44,477.14,300361.0,476.821,1983
2024-09-06 14:30:00,477.11,480.25,477.11,480.13,91170.0,478.586,444
2024-09-06 15:00:00,480.14,480.44,475.02,475.3,159501.0,477.591,1010
2024-09-06 16:00:00,475.32,477.93,474.71,475.72,122623.0,476.065,827
2024-09-06 17:00:00,475.71,477.05,475.51,476.42,83884.0,476.034,656
2024-09-06 18:00:00,476.01,476.87,475.29,476.5,87514.0,476.066,639
2024-09-06 19:00:00,476.5,476.73,475.7,476.5,91395.0,476.226,711
2024-09-06 20:00:00,476.5,477.22,475.59,476.24,270552.0,476.404,2086
2024-09-09 14:30:00,480.5,484.37,479.56,483.98,160119.0,482.276,1034
2024-09-09 15:00:00,483.94,485.19,483.71,484.52,144003.0,484.378,1046
2024-09-09 16:00:00,484.63,487.25,483.75,486.84,131424.0,485.603,984
2024-09-09 17:00:00,486.87,489.09,486.38,488.84,129390.0,487.86,815
2024-09-09 18:00:00,488.98,489.21,488.14,488.26,98301.0,488.85,717
2024-09-09 19:00:00,488.26,488.51,486.99,487.39,96651.0,487.693,699
2024-09-09 20:00:00,487.37,488.05,486.6,486.98,234997.0,487.21,1801
2024-09-10 14:30:00,487.1,488.0,484.67,485.06,100408.0,486.408,597
2024-09-10 15:00:00,484.9,485.45,482.33,484.97,212133.0,484.206,1597
2024-09-10 16:00:00,484.91,485.86,484.11,484.24,130816.0,485.149,957
2024-09-10 17:00:00,484.24,484.3,482.69,484.08,108399.0,483.547,843
2024-09-10 18:00:00,483.95,485.96,483.89,485.6,72242.0,485.236,537
2024-09-10 19:00:00,485.5,487.27,485.45,487.27,94474.0,486.203,709
2024-09-10 20:00:00,487.2,488.33,486.35,487.9,272076.0,487.522,2040
2024-09-11 14:30:00,486.52,486.66,480.84,481.93,177105.0,482.702,1038
2024-09-11 15:00:00,481.92,482.1,477.84,478.75,279945.0,479.72,1727
2024-09-11 16:00:00,478.74,481.28,478.17,480.33,140122.0,479.561,962
2024-09-11 17:00:00,480.52,482.23,479.97,481.9,86762.0,481.289,587
2024-09-11 18:00:00,481.98,484.88,481.89,484.63,62619.0,483.946,448
2024-09-11 19:00:00,484.58,486.13,484.14,485.17,141556.0,484.978,1078
2024-09-11 20:00:00,485.07,489.11,485.07,487.99,375720.0,487.418,2777
2024-09-12 14:30:00,486.95,488.04,483.0,483.72,169159.0,485.49,1061
2024-09-12 15:00:00,483.58,486.86,483.18,484.75,131255.0,485.209,951
2024-09-12 16:00:00,484.53,486.23,484.37,486.16,81194.0,485.575,566
2024-09-12 17:00:00,486.14,488.32,485.96,488.09,66537.0,486.953,507
2024-09-12 18:00:00,488.04,490.4,488.03,489.73,212638.0,489.549,1284
2024-09-12 19:00:00,489.67,492.29,489.51,491.47,197170.0,491.23,1466
2024-09-12 20:00:00,491.47,492.88,490.48,492.29,249880.0,491.961,1970
2024-09-13 14:30:00,493.1,494.29,491.45,493.9,94753.0,493.325,491
2024-09-13 15:00:00,493.97,494.2,491.84,492.89,151862.0,493.027,1169
2024-09-13 16:00:00,492.82,496.85,492.14,496.3,224258.0,495.053,1532
2024-09-13 17:00:00,496.31,496.36,494.6,495.36,203193.0,495.498,1255
2024-09-13 18:00:00,495.43,496.41,494.87,495.93,115485.0,495.675,787
2024-09-13 19:00:00,495.85,495.93,494.28,494.57,134636.0,494.924,810
2024-09-13 20:00:00,494.56,495.56,493.24,493.52,286397.0,494.252,2185
2024-09-16 14:30:00,495.3,497.48,494.79,496.38,104780.0,496.047,569
2024-09-16 15:00:00,496.38,496.45,493.39,495.05,142088.0,494.742,1103
2024-09-16 16:00:00,495.02,496.65,494.6,496.47,67058.0,495.241,525
2024-09-16 17:00:00,496.43,497.82,495.69,496.93,99148.0,496.713,700
2024-09-16 18:00:00,496.94,498.21,496.57,498.15,62895.0,497.233,459
